ID,Tweet,emo
567,When you tell a joke and people don't get it. What? It's not good enough? Or funny enough for ya? Fuck you too. Okay I'm done now. #Relaxed,peace_relax
568,"The look you have - when you have received massage, facial and spa for 4 hours 😀😉 #relaxed #feel… https://t.co/dWUAxsYIZR",peace_relax
569,@SpecialtyR @GeorgeMurphyOil dropping like flies #sad,sadness_depression
570,RT @getwine: On 20 April we are in Bloem for a #winetasting. R50 gets you in! Retweet to your Bloem pals! #excited #bloem https://t.co/yeV6…,exciting_2
571,@Vol_Baseball I think it may be time to look at other coaching options. I mean all we do is lose leads. We got good players! #frustrated,disgust_frustration
572,Fruit salad sweets don't taste as good as they used to... Why did they change them?! #disappointed,disappoint_2
573,Why radio beats music tv channels - not one Prince song on the TV this morning. #disappointing,disappoint_2
574,Short sweet escape ❤ . . . #selfie #selfietime #beach #afternoonstroll #happy #pretty… https://t.co/fqA1fpJVex,joy_2
575,@realpreityzinta please try and get some in form players for @lionsdenkxip so as to make your side alive in tournament. #IPL #disappointed,disappoint_2
576,[HR-HS] #Desperate #Carnal #Housewives (#Hitozuma #Ryoujoku #Sankanbi) - ... https://t.co/iBm47SgaYF #HRHS https://t.co/uY2ywjoLfO,sadness_depression
577,"RT @PenydreDRAMA: It was lovely to see Years 9,10 and 11 from @Penydre working together with @eleanox and @Common_WealthHQ! #excited 🎥 http…",exciting_2
578,@NHL the referees have been collectively awful all playoffs. #disappointing #ANAvsNSH #QuackQuack,disappoint_2
579,RT @zenvictoriaa: I#SexyPhysicist t #NYU #college #excited #ForensicScientist #LuminosityFormula https://t.co/FxRdNgpCDy,exciting_2
580,CASPA opens in a week #excited,exciting_2
581,"@dutweets ... and one more day without any call from your end... """"Soon"""" word has been redefined to """"Never"""" in your last tweet #disappointed",disappoint_2
582,RT @devonnebydemi: Almost a year later and she's still cool for the summer! 🙏 #Confident https://t.co/twDYeKDITJ,confidence_impress
583,@Ludacris wat happened? In the airport but didn't see it #disappointed #hungry,disappoint_2
584,Thank God for the feeling -- #happiness #joy,joy_2
585,RT @devonnebydemi: Almost a year later and she's still cool for the summer! 🙏 #Confident https://t.co/twDYeKDITJ,confidence_impress
586,RT @LoveThisWayy: I just can't wait till January to say: President Elect Hillary Rodham Clinton!!! #excited #ImWithHer  https://t.co/55HXwy…,exciting_2
587,"#cat #greece #rhodes #cats #sleep #laing #sleeping #relaxed #retrospective @ The Old Town,… https://t.co/xlLiPQVkJ6",peace_relax
588,@Saz1878 @WatchedToffee does fuck all bar take his much needed salary from the club. Massive big fuck-off clear out needed #EFC #angry,anger_2
589,@7AFL @Channel7 your coverage of the Rance incident has been worse than the act itself! #thatssayingsomething #dogact #frustrated #whatajoke,disgust_frustration
590,@ThisisDavina advice please on where to start with cutting out sugar ? #desperate #skinsamess,sadness_depression
591,"So a new @outlook account would be created with the new outlook, but my current account is still not yet upgraded?! #sad",sadness_depression
592,RT @Anythingbatch: It Wowed fans 😊 its the 1st of the @drstrange trailers &amp. only the start of the journey they're taking us on #excited htt…,exciting_2
593,@makaedae me too #disappointed,disappoint_2
594,13-14 hours of drinking takes its toll on Dorst. #angry #hateshikes #podcast https://t.co/oqCr3DoxCa,anger_2
595,Off for 3 days to @HAOEC #excited https://t.co/Y6pvxpJsEL,exciting_2
596,#eleanorflorence #bridalshop #somersetbrides #dorsetbrides say #happy #90th #birthday to… https://t.co/7NKDXHkKRL,joy_2
597,"@apexisdiggin 2/2 Wisler sucks. Peraza obviously sucked, he was traded from LA. Maybe they just don't know what they're doing. #angry",anger_2
598,Ahh so sweet 🍬 Happy dancing flowers 💐 💃#nature #flowers #happy #dancing https://t.co/O3JjLKYAyy,joy_2
599,Company profile Peaceful Planet Imports LLC - https://t.co/oMjQOCc1Uu  #Peaceful #Planet #Imports #LLC,peace_relax
600,@LouiseMensch For goodness sake stop retweeting this over and over. Are you a Arnie groupie or just so overcome #sad https://t.co/yjJq30nQDr,sadness_depression
601,"""Goodwill ambassador for the Indian contingent for the Rio 2016 "" Salman!? Seriously!? #olympics16 #disappointing,disappoint_2
14194,I wonder who this could be??  I've just collected from the post office... @MadebySteffieB 💕 #excited https://t.co/uxx6ttBNq0,exciting_2
22567,RT @KMCLondon: #Confidence in the potential of your mind to feel #peaceful Discover meditation in #London https://t.co/Ji3mUr1gnm,peace_relax
24958,RT @iburundi: #Burundi Killings go on... UN is groping for a solution #Sad @Jamal_Benomar @US_SEGL @Chinamission2un @UKUN_NewYork https://t…,sadness_depression
9991,""Rather than getting 4G everywhere, i'd rather just get regular signal! @EE #frustrated #nosignal https://t.co/CF2gHr1KCy",disgust_frustration
602,Spent some time with our newest employee going through the @Zettagrid portal... #Impressed #NSX4vCD #vCAN https://t.co/vp5fsAg4RT,confidence_impress
603,"""Bernie Bro"" ain't cute anymore: https://t.co/WKQ9D7LY9Z #BernieSanders #BernieBros #desperate #Democrats #HillaryClinton @HillaryClinton,sadness_depression
14303,wow may movie! #excited #ALDUB9thMonthsary,exciting_2
24379,RT @TotallyPinnable: New #Baby #Photography from Totally Pinnable! Book your #newborn #photoshoot with me!  #relaxed #bedfordshire #herts h…,peace_relax
9371,Whats goin on with our generation #disgusted #RIPAmy 😢😢🙏🏿🙏🏿 https://t.co/CyGfZs18Ex,disgust_frustration
27066,😔 #Sad #Tech 10 Symptoms of having a partner obsessed with Bitcoin [infographic] https://t.co/r9HK2Gg6oQ https://t.co/io0b7hAVRV,sadness_depression
9728,Going to try retweeting my last post. Does anybody know why 1/2 the time my videos do NOT have sound the 1st few attempts? #Frustrated,disgust_frustration
17225,SMH.. But this is Def something to meditate on! #countitalljoy #joyunspeakable #joy #smh… https://t.co/0kgUgVcS5A,joy_2
16766,It's been a Fantastic Day! Reba also got her Forever home today! Congratulations Reba and Kris! #happy #adoption https://t.co/YVxRELMN5O,joy_2
13013,I'm on my way @ScholesVPSchool @patronofreading . Here we go!!!!! #excited #schoolnumber200,exciting_2
27170,@usrealitycheck ..a friend's joke about entering middle age:""you're too old to count yet too young to die"" &amp. that's where Gen-X is now #sad,sadness_depression
1284,RT @socallks: Utah and National Politics  https://t.co/Bo9djCJn2f Seems #angry Brian Glicklich forgot his own advice? #Stoprush https://t.c…,anger_2
18925,Waking up in #CostaRica like... 👊  #summer #blur #sun #happy #fun #dog #hair #beach #hot #cool… https://t.co/H6s1NP2rcP,joy_2
17389,Capit #funny #joy #happiness #joke #laugh #family #fun #silly #child #children #amazing #toys #toy #lol #usa   https://t.co/3Q3Te1cYgN,joy_2
5951,*Lizzie McGuire @google #disappointed https://t.co/W0ygNtLLuq,disappoint_2
6640,""@Avis picked up vehicle @stl last night dirty, check engine light on, quarter tank low as well. #disappointing",disappoint_2
604,@ScottRintoul weird driving here after being in Maui!#contrast #relaxed #shellshock,peace_relax
605,RT @TYCASHH: I'm not stuck-up but I am very #confident in myself.,confidence_impress
606,Wise words from @KermitTheFrog! We all have a #talent- know that #joy is the key to finding yours! #Kermit https://t.co/Clc0Q9as0F,joy_2
607,RT @KariJoys: #Joy pouring from a #peaceful heart radiates in the eyes. ~Barb   #JoyTrain https://t.co/flU8pu232G  RT @Barb_Calabrese @Rock…,peace_relax
608,#Happy #Monday  #FREE #WEBINAR #Confident #Decision #Making: 4 #Steps to Never Second-Guess with… https://t.co/zMth8N47rA,confidence_impress
609,"RT @IAmCarmenLee: ""Never get so busy making a living, that you forget to make a life"" ☺️💖✌🏽️ #RT #Thailand I'm coming #home 😍 #EXCITED http…",exciting_2
610,RT @okayplayer: #PeterLiang sentenced to probation + community service after killing #AkaiGurley. | https://t.co/zbDV98t67s | #angry https:…,anger_2
611,@BeginnersTech #HAPPYⓂONDAY,joy_2
612,Name something that made you this #angry 😡😡😡 #iamangry #immad #furious #livid #upset https://t.co/2G82lPSbl2,anger_2
613,@ddlovato @BBMAs DEMI  WE WANT DEMI LOVATO PERFOM? #CONFIDENT  PLEASE @IslandRecords @charliewalk @Philymack @HollywoodRecs @DemiFantasia,confidence_impress
614,Whenever I listen Sami Zayn theme song..!! Remembering me ma old college nd hostel days..!! Miss u guys!! #Confident #Positive,confidence_impress
615,Skylar literally just got home and PUT MY FREAKING KEY IN THAT HOLE AGAIN!!! #ANGRY 😡😡😡,anger_2
616,Really @pizzahut I expect better next time! There was one job!ONE JOB! #disappointed #safepizzatripnexttime https://t.co/PvelS7YpEZ,disappoint_2
617,No stream today as I'm going on my little roadtrip. Picking up the 32000 pcs puzzle! #excited #geek,exciting_2
618,Only souls who #experience super-sensuous #joy and #bliss in this GODLY #life are easy #Raja-yogis. https://t.co/Ig1eOR06Wd,joy_2
619,Paul Pierce not even in the East no more and the Raptors still getting murdered lol #sad,sadness_depression
620,RT @freedzhokhar93: @jimmysllama @AshleyDMcMillan @WatertownPD  just another question in the huge stack of questions that will probably nev…,sadness_depression
621,.@LondonCityVoice looking forward to what you guys have in store for our Blues Brothers screening on 6 May @CurzonSoho #excited : ),exciting_2
622,These people wanted to buy a turtle&amp.#8230. until they were told it was &amp.#8216.gay&amp.#8217. https://t.co/fBLhf5uSai #sad #gayturtle #lgbt,sadness_depression
623,Hello Kitty cookie cutters!! Haha best maccas toy! #HelloKitty #cookie #cute  #excited https://t.co/zQrWzsV7Mj,exciting_2
624,Good evening 😊  #happy #holiday #bestfriends #sister #sturday #günbatımı #sunset #instagood… https://t.co/PjRTVs4Ae9,joy_2
625,Ah yay. . I get to take mister mase tonight!  #excited aunty,exciting_2
626,RT @videovolunteers: Our Kashmir correspondent Nadiyah organised a #peaceful demonstrations for the release of #Handwara victim today. http…,peace_relax
627,@KX947 missed the boots and hearts song of the day this am! Any chance i can have a hint?? #kx947 #bootsandhearts #desperate,sadness_depression
628,Hoping to get read by #theresacaputo #live #experience #longislandmedium #Larry #excited https://t.co/UtnXnvnufb,exciting_2
629,Happy Earth Day! 🎉🌞🌈🌲🌷❤  #earthday #earth #happy #nature #sky #sun #summer #beautiful #pretty… https://t.co/qG1z56vwYJ,joy_2
630,RT @LovaticsRecords: Does anyone have a favorite song off of @ddlovato's 5th album #CONFIDENT?,confidence_impress
631,RT @Kidlutions: When #Kids Get #Angry: https://t.co/T7OcxKTVOs #parenting #toddlers https://t.co/nLwAiC2vOj,anger_2
632,"RT @JayPL_hots: #FrenchLife , getting outside for like 30min to find 'Baguettes', didn't, came back home without anything #sad #rip #Katowi…",sadness_depression
633,Hot panties #Sundayshopping #relax #happy #unstoppable https://t.co/229Xvvxoq4,joy_2
634,RT @bestworldyet: #Okunoin is the most beautiful &amp. #peaceful #cemetery I've ever experienced. #Koyasan #Buddhist #eternal #meditation https…,peace_relax
635,RT @Drudge_Report_: #Angry and frustrated upstate #NY swings behind #Trump... https://t.co/ebaV4QtoPb,anger_2
636,"How a season can be so different, we're all celebrating safety whereas last year possible promotion. #STFC #disappointing",disappoint_2
637,@MKBHD I get the same numbers... cumulated in a month... via ethernet... #sad,sadness_depression
638,Humorous Happy Birthday Jokes to share with your Loved Ones See more at:https://t.co/ZeqGWk08QC #happy #birthday #jokes #share #lovedones,joy_2
639,It's funny how when ur starving u want everything &amp. when u get food it's not as good as u thought it would be.  #disappointed,disappoint_2
640,RT @JonyZunq: I LOVE @Minvs_habbo SO MUCH!! HE IS MY INSPIRATION IN LIFE! HE IS MY SUN AND MY MOON! #FRAPPED #SAD #DontLeaveYourTwitterOpen…,sadness_depression
641,I'm not mad at no one else. Just disappointed in myself... #blacksheep #disappointed #WhenLyricsSpeakToYou @natandalex,disappoint_2
642,This is the life #paradise #beach #sea #relax #sun #marmaris #turkey #happy @ George and Dragon… https://t.co/UMCfhWZ2Zl,joy_2
643,My next video will feature AMAZING farmville gameplay! #excited,exciting_2
644,Happiness is a choice. Peace is a state of mind. Both or them are free. https://t.co/HLhsr5vXfo #happy #quote,joy_2
645,#Ola cab White Swift dzire KA51D15 is equipped with a device where #gps doesn't work and driver has #iQ of a pumpkin. #disgusted,disgust_frustration
646,Things {Smart} Moms Do: How to Stay Positive - Pulling Curls - https://t.co/iNmSctkTZL #momHacker #happy #happiness https://t.co/LCaRAs5qIJ,joy_2
647,#mypeace #peace #peaceofmind #relaxed remove #negativity #self #love #happiness #joy #soulsearching https://t.co/WqzNGlNILj,peace_relax
648,Happy Mamba day!! Thank you @kobebryant for 20 years! You will be missed!! #24 #8 💛💜 #Beast #5Rings #Sad😢 🐍🏆🏆🏆🏆🏆,sadness_depression
649,@VirginAtlantic spent over 20k with @VirginAtlantic last 18 months and never seem to receive a prompt response my points. #disappointed,disappoint_2
650,RT @NewsBreaksLive: #Angry and frustrated upstate #NewYork swings behind #Trump https://t.co/g8mYS7h0O1,anger_2
651,RT @JudgeMoroz: This #Pretender is only serving the interests of the Establishment &amp. those who support the Party of Obama ... #sad   https:…,sadness_depression
652,@SIRIUSXM why don't half of my favorite stations work anymore!? 😩 #disappointed #siriusxm #XMFly #whathappened,disappoint_2
653,"@AirCanada at the end of the day, it's about getting the customer home safely. If there is room on an earlier flight, why not? #disappointed",disappoint_2
654,I miss Arkansas already 😭. #hotspringsarkansas #waterfountain #naturalspring #peaceful https://t.co/PCiOi1f4qg,peace_relax
655,4th grader recites #pi to more than 80 digits! #Impressive,confidence_impress
656,Very excited for this upcoming event! #excited #doncasterisgreat #networking https://t.co/6zkLcXRdbe,exciting_2
657,"@PA @laurencereed david bowie,ronnie corbett, victoria wood...how many more icons will we lose this year? #sad",sadness_depression
658,"🖕🏻Fuuuuuuuuuuuuck You, Copper🖕🏻I win. You lose. #wheresthetylenol #frustrated #iwin https://t.co/waPLEg5ueF",disgust_frustration
659,I feel bad for fake people because the do what the do... #make #people #around #them #angry #and #sad,anger_2
660,A comprehensive template to change your #depressed mind to a #growth #mindset. https://t.co/hlTpcGUbUp,sadness_depression
661,"RT @mgood0621: One week till @kylejgood are on our way to see @svees and @mhammon9 in warm, sunny, North Carolina!! 😎🌴🏖 #excited #ineedaget…",exciting_2
662,On my way to the studio to film more of my fitness series. #excited #gymrevolt #workout,exciting_2
663,Can't believe my mom and Cameron and booboo leave less than 8 hours for a whole week on a cruise.. #depressed #waigtd,sadness_depression
